重庆人民大礼堂及人民广场,2019-08-12IP属地：未知,重庆的地标性建筑之一，知名度和解放碑一样，是天坛和天安门合体后的建筑特色。非常的壮观。尤其是在重庆这样的山城，看上去更加雄伟。里面是大剧场，也很有实用性。
重庆人民大礼堂及人民广场,2017-10-05IP属地：未知,这个建筑完工于1954年，结合天坛，天安门的特点于一体，很有中国特色，很雄伟挺拔，被称为建筑史上成功之作，对面就是重庆市政府，和三峡博物馆，2号轻轨曾家岩站出来就是，很好找。
重庆人民大礼堂及人民广场,2016-10-18IP属地：未知,大礼堂就在博物馆对面，门票是多少钱不记得了，但是不贵的，大礼堂里面也就那么回事，中间一个舞台，三层观众台。不买门票就在外面拍几张照片也挺好哒，从外面看有几分北京天坛的感觉呢
重庆人民大礼堂及人民广场,2019-03-27IP属地：未知,重庆人民大礼堂是仿北京天堂式的建筑。其对面是重庆中国三峡博物馆，是是巴渝文化最佳体验地之一。大礼堂中轴线对称，是明清建筑特色风格，广场上看大礼堂外表很壮观，在对面三峡博物馆拍摄是最佳视角。
重庆人民大礼堂及人民广场,2020-10-06IP属地：未知,因为修路，有点绕，所以乘公交的话会走一段路，公交是到大礼堂下。然后走过去几百米，自驾的有十几个停车位。大礼堂是模仿北京祈年殿建造的。门口拍照就可以了。对面就是三峡博物馆，博物馆免费，可以进去参观，在重庆三峡博物馆公众号预约，需验证身份证。
重庆人民大礼堂及人民广场,2019-09-01IP属地：未知,重庆市人民大礼堂·重庆中华复兴式建筑（一）·第七批全国重点文物保护单位。建筑形态脱胎于北京天坛祈年殿，施以少见的绿色琉璃瓦，整体庄重典雅。 它给人一种精神上的凝聚力和威慑力，是建筑结构中最高等级的代表，是继北京和沈阳故宫后的精美奇巧的东方建筑。 在如此神圣的地方举办个人舞蹈专场，你又一次开创了街舞先河，我以你为荣
重庆人民大礼堂及人民广场,2019-06-15IP属地：未知,从重庆火车站坐112路、洪崖洞景区坐181、112路公交车可直达景区。重庆人民大礼堂是重庆市标志性建筑，作为是我国第一座采用大跨度空间结构与明、清宫廷建筑风格相结合，仿北京天安门、天坛、故宫塔楼的大型建筑，气势雄伟，装饰华丽，由著名设计师张家德先生设计，始建于1951年，1954年竣工。重庆市标志性建筑，趣味性、知识性很强，非常值得参观。10元一张的门票，性价比很高。大礼堂对面是中国三峡博物馆，可以一并游玩。
重庆人民大礼堂及人民广场,2019-05-13IP属地：未知,来重庆不得不来网红景点-洪涯洞，它不是山洞景，而是地名。特色是夜景迷人，你一定会随大家一样拍拍，建筑依山而建，古色古香。
重庆人民大礼堂及人民广场,2018-11-30IP属地：未知,重庆市人民大礼堂位于重庆市渝中区人民路学田湾，于1951年6月破土兴建，1954年4月竣工，是一座仿古民族建筑群，是重庆十大文化符号 ，也是重庆独具特色的标志建筑物之一，是国家AAAA级旅游景区。 重庆人民大礼堂建筑气势雄伟，金碧辉煌，是中国传统宫殿建筑风格与西方建筑的大跨度结构巧妙结合的杰作，以其非凡的建筑艺术蜚声中外。
重庆人民大礼堂及人民广场,2018-08-24IP属地：未知,重庆市人民政府对面就是人民大礼堂，很是壮观的建筑，建筑风格独特，门票十元，可以进去参观，很喜欢门票广场的建设，气派大方！
重庆人民大礼堂及人民广场,2018-07-29IP属地：未知,重庆人民广场是重庆市人民大礼堂和三峡博物馆之间的共用广场，马路对面就是重庆市政府，是重庆市民举行大型集会的主要场所，晚上有许多市民在这里休闲、锻炼、跳广场舞，大礼堂的旁边还有一个三峡古玩市场。到这里一定要参观“中国三峡博物馆”，是一处全面了解壮观三峡和重庆人文历史的艺术殿堂，免费参观。
重庆人民大礼堂及人民广场,2018-05-17IP属地：未知,人民大礼堂夜景分享 真的很美，雨后拍到影子 让你心中多了一份意境，重庆真的千里广大，值得我们来这感受他的一切!山城真的很美!
重庆人民大礼堂及人民广场,2017-10-29IP属地：未知,这算重庆第二标志的建筑，类似北京人民大会堂，对面是三峡博物馆，侧面是市政府。51年仿造天坛和天安门建的，很宏伟的一个建筑。市领导开会和搞活动时的地方。平时供游客参观，里面陈列了一些文武，进去要收10元门票，适合老年人参观，年轻人在外面拍拍照就好了。
重庆人民大礼堂及人民广场,2017-05-21IP属地：未知,重庆人民大礼堂是重庆的标志性建筑之一。1951年动工，1954年完工。10元门票可入内参观。下面的老照片展示了当年工人们肩挑背扛修建这座伟大建筑的情景。这里也曾是重庆美女们抝造型拍照的首选地之一。
重庆人民大礼堂及人民广场,2021-05-28IP属地：未知,这是人民大礼堂，是1951年修建的，1954年竣工的，仿照北京天坛修建的，这里有3个景点，一个人民大礼堂，一个人民广场，还有一个三峡博物馆，人民大礼堂外观还是很漂亮，拍照好看，人民广场修的好，平时在这里的人跳跳舞，唠唠嗑，休闲的好地方，对面就说三峡博物馆，也很漂亮，可以进去参观，一共4楼，每一成都不一样，值得一去
重庆人民大礼堂及人民广场,2020-01-06IP属地：未知,从地铁刷卡出站到地铁口出来大概走了六七多分钟。看到人民大礼堂恰21:02分，还没来得及站好位拍照，冷不丁大牌楼灯灭了，紧接着人民大礼堂的灯也给全灭了。无比稀罕没有拍到人民大礼堂的美美的夜景照。念想留到下一次来重庆吧。我想提醒要来拍夜景的小伙伴无比晚上9点前来拍拍拍！！！
重庆人民大礼堂及人民广场,2017-12-10IP属地：未知,没有进去，从外面看，外表很有中国建筑的特点，上面很像天坛的顶，整体看起来很有气势，感觉颜色选的也很好，看上去感觉既有气势给人感觉有很严肃
重庆人民大礼堂及人民广场,2016-06-29IP属地：未知,我们只为了看夜景去的，晚上人很多，很热闹，灯亮起的一瞬间很美，广场上的大喷泉让孩子非常兴奋！不过应该早到会，去参观一下三峡博物馆，遗憾！
重庆人民大礼堂及人民广场,2019-04-29IP属地：未知,1996年夏天曾经去过重庆人民大礼堂，那时候广场前很安静，有种肃穆的感觉，现在的广场非常热闹，感觉更像个公园，是一个受市民欢迎的地方。
重庆人民大礼堂及人民广场,2018-09-08IP属地：未知,是当地市中心的标志性建筑之一，与1954年建成，是新中国第一座带走民族特色的大型建筑，融中国传统宫殿建筑风格与西方建筑结构特色于一体。
重庆人民大礼堂及人民广场,2016-08-17IP属地：未知,在重庆渝中区，是重庆标志，民族特色，解放后邓小平等决定新建，外型像天坛祈年殿，前面望远楼像天安门一部分，南北两翼类似紫禁城四角的塔楼
重庆人民大礼堂及人民广场,2022-02-18IP属地：未知,很有现在感的古建筑，神奇的地方
重庆人民大礼堂及人民广场,2022-02-16IP属地：未知,非常重庆气息的地方，宏伟壮观。
重庆人民大礼堂及人民广场,2018-02-14IP属地：未知,在重庆三峡博物馆对面，很有东方特色的古朴建筑，很大气，有气势。入大礼堂参观每个人收费10元。附近有地铁站口。值得到这里看看。
重庆人民大礼堂及人民广场,2017-02-19IP属地：未知,每到一个城市 我都会去看博物馆 别问我为什么 因为免费 不看白不看 哈哈
重庆人民大礼堂及人民广场,2021-08-16IP属地：未知,重庆大礼堂，非常值得去的地方，很不错哦！
重庆人民大礼堂及人民广场,2019-03-28IP属地：未知,如果说解放碑是重庆的商业中心，那么人民广场则是更具象征性的城市核心。广场并不算大，但一边是富有传统风的人民大礼堂，一边是带有时尚格的三峡博物馆，遥相呼应，有如穿越时空。只不过来这里的公共交通不算方便，公交车走下穿隧道，而去往最近的曾家岩轨交站，还要走近五百米的长长梯道。即便这样，也丝毫不减游客前来参观的热情。
重庆人民大礼堂及人民广场,2017-09-03IP属地：未知,去重庆必去的景点之一，之前去北京天坛，这个建筑很有天坛祈年殿的外形，除了具有中国古典建筑的琉璃装饰特点外，这个建筑还有花草树木装饰，广场宽敞，古树参天。这个应该是重庆市政府的建筑，其功能应该和人民大会堂相似，政府部门开会的地方。
重庆人民大礼堂及人民广场,2017-06-24IP属地：未知,人民广场的两端就是大礼堂和三峡博物馆，广场上有喷泉还有几颗很茂盛的黄果树（不知道有没有把树认错），这里可能平时游客都很多，广场上正对大礼堂的方向，不同的距离，架了三脚架，没有相机，看样子是先把阵地选好了。广场边上还有个三峡古玩城，不过时间不够了，没去逛。
重庆人民大礼堂及人民广场,2016-11-15IP属地：未知,"如果乘坐公交车，在人民大礼堂下车即可游览，重庆大礼堂是一座仿古建筑群，也是重庆独具特色的标志建筑物之一。人民大礼堂位于重庆市人民路学田湾,是重庆独具特色的标志建筑物之一,是重庆十大文化符号,是重庆市最大的剧场和会议中心。对面就是三峡博物馆"
重庆人民大礼堂及人民广场,2018-09-27IP属地：未知,很开阔的地方，首先庆幸不是节假日来，否则估计要人山人海了，是一个很有历史感的地方，但是在维修，搭的架子什么的拍不出感觉，但是能看出生活气息，来晨练散步的人很多
重庆人民大礼堂及人民广场,2021-11-18IP属地：未知,大礼堂历史悠久，气势恢弘，值得一去。
重庆人民大礼堂及人民广场,2022-05-11IP属地：未知,地理位置优越，环境优美，值得游览！
重庆人民大礼堂及人民广场,2022-04-16IP属地：未知,重庆的标志性景点之一，值得去逛逛~
重庆人民大礼堂及人民广场,2021-12-08IP属地：未知,很漂亮 漂亮惨了，哈哈哈哈哈哈哈哈
